Fichier,N,Temps_Naif_ms,Temps_Welzl_ms,Rayon_Naif,Rayon_Welzl,Speedup,Correct
test-983.points,256,79.481,0.103,199.0,199.0,771.6601941747573,true
test-984.points,256,80.8181,0.0509,197.0,197.0,1587.7819253438113,true
test-985.points,256,92.8795,0.0309,199.0,199.0,3005.809061488673,true
test-986.points,256,94.3019,0.0409,198.0,198.0,2305.669926650367,true
test-987.points,256,86.4251,0.036,199.0,199.0,2400.6972222222225,true
test-988.points,256,90.8779,0.0776,198.0,198.0,1171.1069587628865,true
test-989.points,256,94.9992,0.0498,196.0,196.0,1907.6144578313254,true
test-99.points,256,90.9301,0.0556,194.0,194.0,1635.43345323741,true
test-990.points,256,86.0265,0.035,197.0,197.0,2457.8999999999996,true
test-991.points,256,78.7226,0.0621,198.0,198.0,1267.6747181964572,true
test-992.points,256,94.7443,0.052,198.0,198.0,1822.0057692307691,true
test-993.points,256,104.5491,0.0331,197.0,197.0,3158.583081570997,true
test-994.points,256,88.9717,0.0555,199.0,199.0,1603.0936936936937,true
test-995.points,256,96.8706,0.0412,199.0,199.0,2351.2281553398057,true
test-996.points,256,108.6345,0.0291,199.0,199.0,3733.144329896907,true
test-997.points,256,87.0664,0.0383,197.0,197.0,2273.2741514360314,true
test-998.points,256,97.7325,0.049,198.0,198.0,1994.5408163265306,true
test-999.points,256,89.728,0.0337,199.0,199.0,2662.5519287833827,true
