Fichier,N,Temps_Naif_ms,Temps_Welzl_ms,Rayon_Naif,Rayon_Welzl,Speedup,Correct
test-638.points,256,86.7465,0.0685,199.0,199.0,1266.3722627737225,true
test-639.points,256,91.9915,0.0375,197.0,197.0,2453.106666666667,true
test-64.points,256,81.7424,0.0366,198.0,198.0,2233.3989071038254,true
test-640.points,256,86.7264,0.0635,198.0,198.0,1365.7700787401575,true
test-641.points,256,88.2954,0.0349,197.0,197.0,2529.9541547277936,true
test-642.points,256,82.5182,0.0373,197.0,197.0,2212.2841823056297,true
test-643.points,256,84.0541,0.0445,198.0,198.0,1888.8561797752811,true
test-644.points,256,82.6154,0.0386,196.0,196.0,2140.2953367875643,true
test-645.points,256,80.6749,0.0449,199.0,199.0,1796.7683741648104,true
test-646.points,256,81.4399,0.1106,198.0,198.0,736.3462929475587,true
test-647.points,256,86.6872,0.0303,197.0,197.0,2860.963696369637,true
test-648.points,256,102.8787,0.0383,197.0,197.0,2686.1279373368143,true
test-649.points,256,86.8366,0.0391,199.0,199.0,2220.8849104859332,true
test-65.points,256,82.3841,0.0282,198.0,198.0,2921.421985815603,true
test-650.points,256,83.025,0.0475,198.0,198.0,1747.8947368421054,true
test-651.points,256,110.6017,0.0215,196.0,196.0,5144.26511627907,true
test-652.points,256,85.2207,0.0328,196.0,196.0,2598.1920731707314,true
test-653.points,256,84.6968,0.0344,199.0,199.0,2462.116279069767,true
test-654.points,256,95.0003,0.0432,199.0,199.0,2199.0810185185182,true
test-655.points,256,83.39,0.0455,198.0,198.0,1832.7472527472528,true
test-656.points,256,92.8571,0.0371,197.0,197.0,2502.8867924528304,true
test-657.points,256,84.6247,0.0367,197.0,197.0,2305.850136239782,true
test-658.points,256,91.3681,0.0585,196.0,196.0,1561.8478632478632,true
test-659.points,256,78.0692,0.0456,199.0,199.0,1712.0438596491226,true
test-66.points,256,106.4602,0.0288,198.0,198.0,3696.534722222222,true
test-660.points,256,89.4415,0.0581,197.0,197.0,1539.4406196213426,true
test-661.points,256,87.4696,0.0948,194.0,194.0,922.6751054852322,true
test-662.points,256,86.9687,0.0281,199.0,199.0,3094.9715302491104,true
test-663.points,256,95.8315,0.0458,200.0,200.0,2092.390829694323,true
test-664.points,256,100.2686,0.0457,197.0,197.0,2194.0612691466085,true
test-665.points,256,82.5088,0.0849,198.0,198.0,971.8351001177855,true
test-666.points,256,85.7848,0.037,194.0,194.0,2318.5081081081084,true
test-667.points,256,101.2336,0.0285,199.0,199.0,3552.056140350877,true
test-668.points,256,112.05,0.0314,198.0,198.0,3568.471337579618,true
test-669.points,256,80.8541,0.0394,197.0,197.0,2052.1345177664975,true
test-67.points,256,94.7856,0.0384,200.0,200.0,2468.3750000000005,true
test-670.points,256,93.0263,0.0375,198.0,198.0,2480.7013333333334,true
test-671.points,256,79.2408,0.049,200.0,200.0,1617.1591836734692,true
test-672.points,256,81.6726,0.0447,197.0,197.0,1827.1275167785236,true
test-673.points,256,76.5469,0.0437,199.0,199.0,1751.6453089244849,true
test-674.points,256,86.4082,0.0249,199.0,199.0,3470.2088353413656,true
test-675.points,256,82.719,0.0859,196.0,196.0,962.9685681024446,true
test-676.points,256,88.1117,0.0364,198.0,198.0,2420.651098901099,true
test-677.points,256,82.6365,0.0359,195.0,195.0,2301.8523676880222,true
test-678.points,256,100.2361,0.0412,198.0,198.0,2432.915048543689,true
test-679.points,256,75.9475,0.0484,198.0,198.0,1569.163223140496,true
test-68.points,256,84.7253,0.0396,196.0,196.0,2139.527777777778,true
test-680.points,256,83.5495,0.0393,197.0,197.0,2125.941475826972,true
test-681.points,256,86.4138,0.0586,196.0,196.0,1474.6382252559727,true
test-682.points,256,96.5392,0.0305,197.0,197.0,3165.2196721311475,true
test-683.points,256,77.4374,0.0737,198.0,198.0,1050.7109905020352,true
test-684.points,256,95.092,0.065,198.0,198.0,1462.9538461538461,true
test-685.points,256,99.3898,0.0575,198.0,198.0,1728.518260869565,true
test-686.points,256,80.4924,0.0307,197.0,197.0,2621.902280130293,true
test-687.points,256,89.6601,0.0367,198.0,198.0,2443.0544959128065,true
test-688.points,256,89.0037,0.044,199.0,199.0,2022.8113636363637,true
test-689.points,256,73.5801,0.036,200.0,200.0,2043.8916666666669,true
test-69.points,256,86.7499,0.0269,198.0,198.0,3224.903345724907,true
test-690.points,256,91.9169,0.0353,196.0,196.0,2603.8781869688387,true
test-691.points,256,116.0174,0.0462,196.0,196.0,2511.1991341991343,true
test-692.points,256,90.244,0.0447,197.0,197.0,2018.881431767338,true
test-693.points,256,97.7452,0.044,199.0,199.0,2221.481818181818,true
test-694.points,256,90.8858,0.0499,199.0,199.0,1821.3587174348697,true
test-695.points,256,81.5027,0.0428,199.0,199.0,1904.2686915887853,true
test-696.points,256,100.1943,0.035,197.0,197.0,2862.6942857142853,true
test-697.points,256,96.6434,0.0285,199.0,199.0,3390.99649122807,true
test-698.points,256,80.1873,0.0519,199.0,199.0,1545.0346820809248,true
test-699.points,256,74.1234,0.0298,198.0,198.0,2487.3624161073826,true
test-7.points,256,95.5013,0.0263,198.0,198.0,3631.228136882129,true
test-70.points,256,100.9714,0.0372,200.0,200.0,2714.2849462365593,true
test-700.points,256,95.3252,0.0327,199.0,199.0,2915.14373088685,true
test-701.points,256,99.5664,0.024,199.0,199.0,4148.6,true
test-702.points,256,76.6801,0.0304,199.0,199.0,2522.371710526316,true
test-703.points,256,85.086,0.0246,199.0,199.0,3458.780487804878,true
test-704.points,256,87.6962,0.0482,198.0,198.0,1819.4232365145228,true
test-705.points,256,99.7367,0.0517,199.0,199.0,1929.1431334622823,true
test-706.points,256,92.0142,0.0393,198.0,198.0,2341.328244274809,true
test-707.points,256,92.9624,0.0404,199.0,199.0,2301.0495049504952,true
test-708.points,256,81.0992,0.0223,200.0,200.0,3636.7354260089683,true
test-709.points,256,81.8893,0.0356,198.0,198.0,2300.2612359550562,true
test-71.points,256,95.6663,0.0303,198.0,198.0,3157.3036303630365,true
test-710.points,256,82.1579,0.0586,198.0,198.0,1402.0119453924915,true
test-711.points,256,98.5685,0.0347,195.0,195.0,2840.5907780979824,true
test-712.points,256,97.7747,0.0297,199.0,199.0,3292.0774410774407,true
test-713.points,256,93.2404,0.0397,197.0,197.0,2348.624685138539,true
test-714.points,256,89.6362,0.0303,199.0,199.0,2958.290429042904,true
test-715.points,256,94.877,0.0528,198.0,198.0,1796.9128787878788,true
test-716.points,256,94.8656,0.0347,197.0,197.0,2733.8789625360228,true
test-717.points,256,77.2969,0.057,196.0,196.0,1356.0859649122806,true
test-718.points,256,85.3869,0.0868,199.0,199.0,983.7200460829492,true
test-719.points,256,91.4586,0.0274,197.0,197.0,3337.905109489051,true
test-72.points,256,85.2639,0.0421,196.0,196.0,2025.2707838479812,true
test-720.points,256,107.0115,0.0366,199.0,199.0,2923.811475409836,true
test-721.points,256,79.732,0.037,197.0,197.0,2154.918918918919,true
test-722.points,256,83.8232,0.0472,195.0,195.0,1775.915254237288,true
test-723.points,256,89.5252,0.0673,197.0,197.0,1330.2407132243684,true
test-724.points,256,84.2324,0.073,197.0,197.0,1153.868493150685,true
test-725.points,256,91.4466,0.0331,199.0,199.0,2762.737160120846,true
test-726.points,256,90.039,0.0417,195.0,195.0,2159.2086330935253,true
test-727.points,256,89.7639,0.0533,198.0,198.0,1684.1257035647282,true
test-728.points,256,77.9552,0.0664,198.0,198.0,1174.0240963855422,true
test-729.points,256,85.6937,0.0333,199.0,199.0,2573.3843843843842,true
test-73.points,256,100.9943,0.0862,197.0,197.0,1171.6276102088166,true
test-730.points,256,74.7571,0.0522,199.0,199.0,1432.1283524904213,true
test-731.points,256,82.04,0.0391,199.0,199.0,2098.2097186700767,true
test-732.points,256,91.5101,0.037,198.0,198.0,2473.245945945946,true
test-733.points,256,88.3443,0.0501,197.0,197.0,1763.359281437126,true
test-734.points,256,84.9488,0.056,198.0,198.0,1516.9428571428573,true
test-735.points,256,93.3361,0.0562,197.0,197.0,1660.784697508897,true
test-736.points,256,81.5279,0.0377,200.0,200.0,2162.5437665782497,true
test-737.points,256,80.6171,0.0343,199.0,199.0,2350.3527696793003,true
test-738.points,256,86.1679,0.0367,198.0,198.0,2347.899182561308,true
test-739.points,256,87.6076,0.0344,194.0,194.0,2546.732558139535,true
test-74.points,256,81.4599,0.0358,196.0,196.0,2275.4162011173185,true
test-740.points,256,81.7771,0.0324,199.0,199.0,2523.9845679012346,true
test-741.points,256,103.3342,0.0317,199.0,199.0,3259.7539432176654,true
test-742.points,256,90.7019,0.0301,198.0,198.0,3013.3521594684385,true
test-743.points,256,107.9202,0.039,199.0,199.0,2767.1846153846154,true
test-744.points,256,82.0033,0.0328,196.0,196.0,2500.100609756097,true
test-745.points,256,87.9931,0.0309,200.0,200.0,2847.673139158576,true
test-746.points,256,105.6041,0.0334,199.0,199.0,3161.7994011976048,true
test-747.points,256,102.7215,0.05,197.0,197.0,2054.43,true
test-748.points,256,98.696,0.0395,199.0,199.0,2498.632911392405,true
test-749.points,256,90.7557,0.0324,198.0,198.0,2801.101851851852,true
test-75.points,256,85.7451,0.0339,199.0,199.0,2529.3539823008846,true
test-750.points,256,78.3252,0.0622,198.0,198.0,1259.2475884244373,true
test-751.points,256,90.1508,0.0375,195.0,195.0,2404.0213333333336,true
test-752.points,256,79.7572,0.0772,199.0,199.0,1033.1243523316061,true
test-753.points,256,75.8305,0.0342,198.0,198.0,2217.266081871345,true
test-754.points,256,82.3381,0.0324,196.0,196.0,2541.2993827160494,true
test-755.points,256,97.2213,0.0356,198.0,198.0,2730.9353932584268,true
test-756.points,256,84.5731,0.0325,196.0,196.0,2602.2492307692305,true
test-757.points,256,75.8774,0.0437,197.0,197.0,1736.3249427917617,true
test-758.points,256,85.4259,0.0427,196.0,196.0,2000.606557377049,true
test-759.points,256,96.9913,0.0327,198.0,198.0,2966.0948012232416,true
test-76.points,256,98.2437,0.0232,199.0,199.0,4234.642241379311,true
test-760.points,256,103.7682,0.0469,198.0,198.0,2212.54157782516,true
test-761.points,256,82.8569,0.0513,196.0,196.0,1615.1442495126705,true
test-762.points,256,88.149,0.0408,200.0,200.0,2160.5147058823527,true
test-763.points,256,76.8792,0.0293,199.0,199.0,2623.8634812286687,true
test-764.points,256,82.6789,0.0385,197.0,197.0,2147.5038961038963,true
test-765.points,256,83.6783,0.0476,199.0,199.0,1757.9474789915964,true
test-766.points,256,101.4212,0.0447,199.0,199.0,2268.930648769575,true
test-767.points,256,87.308,0.0488,197.0,197.0,1789.0983606557377,true
test-768.points,256,80.9242,0.0306,199.0,199.0,2644.5816993464055,true
test-769.points,256,82.8643,0.0515,198.0,198.0,1609.0155339805826,true
test-77.points,256,86.4636,0.0422,197.0,197.0,2048.900473933649,true
test-770.points,256,75.4491,0.0304,199.0,199.0,2481.878289473684,true
test-771.points,256,89.8842,0.0413,200.0,200.0,2176.3728813559323,true
test-772.points,256,100.0997,0.0284,198.0,198.0,3524.6373239436616,true
test-773.points,256,91.7748,0.0345,198.0,198.0,2660.139130434782,true
test-774.points,256,96.8355,0.0757,198.0,198.0,1279.2007926023778,true
test-775.points,256,85.5383,0.0532,198.0,198.0,1607.8627819548874,true
test-776.points,256,104.4183,0.0295,198.0,198.0,3539.6033898305086,true
test-777.points,256,79.1402,0.0249,197.0,197.0,3178.321285140562,true
test-778.points,256,80.244,0.053,198.0,198.0,1514.0377358490566,true
test-779.points,256,83.6874,0.0395,199.0,199.0,2118.6683544303796,true
test-78.points,256,92.9211,0.0351,194.0,194.0,2647.324786324786,true
test-780.points,256,82.7659,0.0502,198.0,198.0,1648.7231075697212,true
test-781.points,256,96.7822,0.0286,197.0,197.0,3383.993006993007,true
test-782.points,256,74.4061,0.0293,198.0,198.0,2539.457337883959,true
test-783.points,256,106.0329,0.0969,197.0,197.0,1094.250773993808,true
test-784.points,256,86.4735,0.0381,199.0,199.0,2269.6456692913384,true
test-785.points,256,117.2747,0.0376,196.0,196.0,3119.007978723404,true
test-786.points,256,87.2381,0.0612,198.0,198.0,1425.4591503267975,true
test-787.points,256,74.8281,0.028,199.0,199.0,2672.432142857143,true
test-788.points,256,89.1716,0.0261,197.0,197.0,3416.5363984674327,true
test-789.points,256,80.6656,0.0499,198.0,198.0,1616.5450901803606,true
test-79.points,256,92.637,0.0294,197.0,197.0,3150.918367346939,true
test-790.points,256,80.303,0.0372,199.0,199.0,2158.682795698925,true
test-791.points,256,84.1255,0.074,198.0,198.0,1136.8310810810813,true
test-792.points,256,78.4688,0.0247,199.0,199.0,3176.8744939271255,true
test-793.points,256,82.9984,0.0337,198.0,198.0,2462.8605341246293,true
test-794.points,256,99.7399,0.0849,199.0,199.0,1174.7926972909306,true
test-795.points,256,96.713,0.0361,199.0,199.0,2679.0304709141274,true
test-796.points,256,80.0352,0.0392,196.0,196.0,2041.7142857142858,true
test-797.points,256,104.0845,0.0292,196.0,196.0,3564.537671232877,true
test-798.points,256,90.3559,0.042,199.0,199.0,2151.3309523809526,true
test-799.points,256,84.7042,0.0293,199.0,199.0,2890.928327645051,true
test-8.points,256,97.3175,0.0576,198.0,198.0,1689.5399305555554,true
test-80.points,256,85.4497,0.0547,198.0,198.0,1562.1517367458869,true
test-800.points,256,85.707,0.057,199.0,199.0,1503.6315789473683,true
test-801.points,256,106.6759,0.0446,199.0,199.0,2391.836322869955,true
test-802.points,256,81.7831,0.0314,198.0,198.0,2604.5573248407645,true
test-803.points,256,89.1902,0.0243,199.0,199.0,3670.378600823046,true
test-804.points,256,106.5452,0.0312,199.0,199.0,3414.9102564102564,true
test-805.points,256,86.1843,0.026,200.0,200.0,3314.7807692307692,true
test-806.points,256,73.9991,0.0315,195.0,195.0,2349.177777777778,true
test-807.points,256,85.1609,0.0423,199.0,199.0,2013.260047281324,true
test-808.points,256,83.8238,0.0462,200.0,200.0,1814.3679653679656,true
test-809.points,256,102.127,0.0351,196.0,196.0,2909.6011396011395,true
test-81.points,256,90.8822,0.053,198.0,198.0,1714.7584905660378,true
test-810.points,256,76.3274,0.0783,199.0,199.0,974.8071519795658,true
test-811.points,256,94.758,0.0409,198.0,198.0,2316.8215158924204,true
test-812.points,256,99.3438,0.0365,198.0,198.0,2721.7479452054795,true
test-813.points,256,95.7276,0.0532,198.0,198.0,1799.390977443609,true
test-814.points,256,93.3198,0.0241,199.0,199.0,3872.1908713692947,true
test-815.points,256,89.8384,0.0312,198.0,198.0,2879.4358974358975,true
test-816.points,256,83.1999,0.0387,197.0,197.0,2149.868217054264,true
test-817.points,256,86.4484,0.0414,198.0,198.0,2088.1256038647343,true
test-818.points,256,102.669,0.0165,199.0,199.0,6222.363636363636,true
test-819.points,256,88.1956,0.0354,200.0,200.0,2491.401129943503,true
test-82.points,256,103.5039,0.0526,198.0,198.0,1967.754752851711,true
test-820.points,256,83.6487,0.0485,199.0,199.0,1724.7154639175258,true
test-821.points,256,85.9254,0.0341,199.0,199.0,2519.8064516129034,true
test-822.points,256,85.9074,0.0311,199.0,199.0,2762.2958199356913,true
test-823.points,256,77.4446,0.0217,196.0,196.0,3568.875576036866,true
test-824.points,256,81.5095,0.0402,199.0,199.0,2027.5995024875622,true
test-825.points,256,77.4914,0.0349,198.0,198.0,2220.3839541547277,true
test-826.points,256,93.9739,0.0429,199.0,199.0,2190.5337995337995,true
test-827.points,256,84.3623,0.0571,198.0,198.0,1477.4483362521892,true
test-828.points,256,78.6274,0.063,198.0,198.0,1248.0539682539682,true
test-829.points,256,97.7374,0.0345,198.0,198.0,2832.9681159420284,true
test-83.points,256,77.4627,0.0395,199.0,199.0,1961.0810126582278,true
test-830.points,256,86.2061,0.0447,198.0,198.0,1928.5480984340047,true
test-831.points,256,99.0019,0.0416,199.0,199.0,2379.8533653846157,true
test-832.points,256,81.8574,0.0389,198.0,198.0,2104.3033419023136,true
test-833.points,256,92.937,0.0263,200.0,200.0,3533.7262357414447,true
test-834.points,256,84.8438,0.0618,199.0,199.0,1372.8770226537217,true
test-835.points,256,88.9026,0.0275,199.0,199.0,3232.8218181818183,true
test-836.points,256,81.1832,0.0384,197.0,197.0,2114.1458333333335,true
test-837.points,256,97.9735,0.0424,198.0,198.0,2310.6957547169814,true
test-838.points,256,95.8204,0.032,198.0,198.0,2994.3875000000003,true
test-839.points,256,107.5687,0.0492,198.0,198.0,2186.3556910569105,true
test-84.points,256,88.7895,0.0489,197.0,197.0,1815.7361963190185,true
test-840.points,256,93.4426,0.0437,198.0,198.0,2138.274599542334,true
test-841.points,256,98.7293,0.0487,195.0,195.0,2027.2956878850102,true
test-842.points,256,79.8046,0.04,198.0,198.0,1995.1149999999998,true
test-843.points,256,106.5257,0.0351,199.0,199.0,3034.920227920228,true
test-844.points,256,80.7517,0.0382,196.0,196.0,2113.918848167539,true
test-845.points,256,85.8774,0.0225,199.0,199.0,3816.773333333333,true
test-846.points,256,85.7398,0.0341,196.0,196.0,2514.3636363636365,true
test-847.points,256,86.7565,0.0621,200.0,200.0,1397.0450885668276,true
test-848.points,256,88.7068,0.0739,196.0,196.0,1200.362652232747,true
test-849.points,256,102.3721,0.0216,194.0,194.0,4739.449074074074,true
test-85.points,256,89.2589,0.0419,199.0,199.0,2130.2840095465394,true
test-850.points,256,79.4759,0.0369,198.0,198.0,2153.8184281842814,true
test-851.points,256,89.4356,0.0523,199.0,199.0,1710.0497131931165,true
test-852.points,256,79.1108,0.0323,199.0,199.0,2449.250773993808,true
test-853.points,256,92.0301,0.0393,193.0,193.0,2341.732824427481,true
test-854.points,256,76.7095,0.0432,199.0,199.0,1775.6828703703704,true
test-855.points,256,81.1968,0.0311,198.0,198.0,2610.8295819935693,true
test-856.points,256,80.7416,0.0336,198.0,198.0,2403.0238095238096,true
test-857.points,256,77.1514,0.025,199.0,199.0,3086.0559999999996,true
test-858.points,256,86.9018,0.0419,199.0,199.0,2074.028639618138,true
test-859.points,256,77.2623,0.0757,198.0,198.0,1020.6380449141346,true
test-86.points,256,86.3317,0.0356,196.0,196.0,2425.0477528089887,true
test-860.points,256,96.9258,0.047,198.0,198.0,2062.251063829787,true
test-861.points,256,94.3571,0.0411,196.0,196.0,2295.793187347932,true
test-862.points,256,78.7942,0.0425,198.0,198.0,1853.9811764705883,true
test-863.points,256,86.3596,0.0349,197.0,197.0,2474.4871060171918,true
test-864.points,256,78.2116,0.0552,197.0,197.0,1416.876811594203,true
test-865.points,256,77.5357,0.0552,199.0,199.0,1404.6322463768117,true
test-866.points,256,111.9324,0.0621,197.0,197.0,1802.4541062801932,true
test-867.points,256,95.1411,0.0355,196.0,196.0,2680.030985915493,true
test-868.points,256,83.548,0.0312,196.0,196.0,2677.820512820513,true
test-869.points,256,78.0548,0.03,199.0,199.0,2601.826666666667,true
test-87.points,256,105.0069,0.0285,195.0,195.0,3684.452631578947,true
test-870.points,256,108.082,0.048,198.0,198.0,2251.708333333333,true
test-871.points,256,82.9992,0.0341,196.0,196.0,2433.9941348973607,true
test-872.points,256,76.5781,0.042,198.0,198.0,1823.2880952380954,true
test-873.points,256,99.402,0.0421,196.0,196.0,2361.0926365795726,true
test-874.points,256,88.3411,0.0591,196.0,196.0,1494.7732656514381,true
test-875.points,256,93.4304,0.0441,196.0,196.0,2118.603174603175,true
test-876.points,256,79.6109,0.0386,198.0,198.0,2062.458549222798,true
test-877.points,256,94.6634,0.0349,199.0,199.0,2712.4183381088824,true
test-878.points,256,88.9154,0.0308,197.0,197.0,2886.8636363636365,true
test-879.points,256,98.6287,0.0514,200.0,200.0,1918.8463035019454,true
test-88.points,256,106.5494,0.0483,199.0,199.0,2205.991718426501,true
test-880.points,256,76.0725,0.0231,198.0,198.0,3293.1818181818185,true
test-881.points,256,74.9375,0.0441,199.0,199.0,1699.2630385487528,true
test-882.points,256,87.4244,0.0556,197.0,197.0,1572.381294964029,true
test-883.points,256,76.7416,0.0363,200.0,200.0,2114.093663911846,true
test-884.points,256,82.6676,0.039,196.0,196.0,2119.682051282051,true
test-885.points,256,96.1138,0.0563,199.0,199.0,1707.1722912966252,true
test-886.points,256,84.763,0.0453,197.0,197.0,1871.1479028697572,true
test-887.points,256,90.0081,0.0367,199.0,199.0,2452.536784741144,true
test-888.points,256,76.3355,0.0529,200.0,200.0,1443.0151228733457,true
test-889.points,256,82.4198,0.0341,198.0,198.0,2417.0029325513196,true
test-89.points,256,116.3668,0.0302,197.0,197.0,3853.205298013245,true
test-890.points,256,91.5211,0.0325,196.0,196.0,2816.0338461538463,true
test-891.points,256,100.7886,0.042,199.0,199.0,2399.7285714285713,true
test-892.points,256,92.4032,0.0471,197.0,197.0,1961.8513800424628,true
test-893.points,256,94.5577,0.0539,195.0,195.0,1754.3172541743968,true
test-894.points,256,82.5719,0.0287,197.0,197.0,2877.0696864111496,true
test-895.points,256,83.5682,0.0348,198.0,198.0,2401.3850574712646,true
test-896.points,256,102.7356,0.045,198.0,198.0,2283.0133333333333,true
test-897.points,256,74.7064,0.0361,198.0,198.0,2069.4293628808864,true
test-898.points,256,96.4629,0.0317,197.0,197.0,3042.993690851735,true
test-899.points,256,87.9776,0.0431,198.0,198.0,2041.243619489559,true
test-9.points,256,89.9751,0.0322,197.0,197.0,2794.2577639751553,true
test-90.points,256,77.599,0.0261,196.0,196.0,2973.1417624521073,true
test-900.points,256,86.7445,0.0228,197.0,197.0,3804.5833333333335,true
test-901.points,256,92.2014,0.0333,197.0,197.0,2768.810810810811,true
test-902.points,256,86.2618,0.0462,198.0,198.0,1867.138528138528,true
test-903.points,256,91.8541,0.036,198.0,198.0,2551.502777777778,true
test-904.points,256,103.1889,0.05,199.0,199.0,2063.778,true
test-905.points,256,87.6544,0.0235,196.0,196.0,3729.9744680851063,true
test-906.points,256,91.081,0.0355,198.0,198.0,2565.661971830986,true
test-907.points,256,107.8673,0.0375,197.0,197.0,2876.4613333333336,true
test-908.points,256,84.9553,0.0367,199.0,199.0,2314.8583106267024,true
test-909.points,256,88.4606,0.0481,200.0,200.0,1839.0977130977133,true
test-91.points,256,85.1618,0.0269,199.0,199.0,3165.866171003717,true
test-910.points,256,84.444,0.0299,199.0,199.0,2824.2140468227426,true
test-911.points,256,89.3512,0.1819,198.0,198.0,491.2105552501375,true
test-912.points,256,87.2787,0.0554,199.0,199.0,1575.427797833935,true
test-913.points,256,100.018,0.0333,199.0,199.0,3003.5435435435434,true
test-914.points,256,90.8162,0.0596,198.0,198.0,1523.7617449664428,true
test-915.points,256,108.017,0.0311,200.0,200.0,3473.2154340836014,true
test-916.points,256,86.9107,0.0641,198.0,198.0,1355.8611544461778,true
test-917.points,256,93.0867,0.0493,196.0,196.0,1888.1683569979716,true
test-918.points,256,105.2293,0.0351,198.0,198.0,2997.9857549857547,true
test-919.points,256,88.3981,0.0401,199.0,199.0,2204.4413965087283,true
test-92.points,256,105.7422,0.0948,199.0,199.0,1115.4240506329113,true
test-920.points,256,81.8045,0.047,197.0,197.0,1740.5212765957447,true
test-921.points,256,94.1205,0.0336,198.0,198.0,2801.2053571428573,true
test-922.points,256,102.4469,0.0383,198.0,198.0,2674.8537859007834,true
test-923.points,256,96.1058,0.0295,197.0,197.0,3257.8237288135597,true
test-924.points,256,84.0315,0.0231,196.0,196.0,3637.7272727272725,true
test-925.points,256,92.2178,0.03,196.0,196.0,3073.9266666666667,true
test-926.points,256,92.1701,0.0345,198.0,198.0,2671.597101449275,true
test-927.points,256,87.3502,0.0273,196.0,196.0,3199.6410256410254,true
test-928.points,256,92.0259,0.033,199.0,199.0,2788.663636363636,true
test-929.points,256,84.7245,0.0653,198.0,198.0,1297.465543644717,true
test-93.points,256,89.8866,0.0419,199.0,199.0,2145.2649164677805,true
test-930.points,256,81.052,0.0754,197.0,197.0,1074.9602122015917,true
test-931.points,256,98.7082,0.0318,199.0,199.0,3104.0314465408806,true
test-932.points,256,92.9244,0.0683,199.0,199.0,1360.5329428989753,true
test-933.points,256,88.9385,0.0372,197.0,197.0,2390.8198924731187,true
test-934.points,256,92.6549,0.0558,197.0,197.0,1660.4820788530465,true
test-935.points,256,80.391,0.0309,197.0,197.0,2601.650485436893,true
test-936.points,256,79.9643,0.0446,199.0,199.0,1792.921524663677,true
test-937.points,256,87.818,0.0282,199.0,199.0,3114.1134751773047,true
test-938.points,256,91.9895,0.0526,199.0,199.0,1748.8498098859316,true
test-939.points,256,76.4424,0.0335,199.0,199.0,2281.862686567164,true
test-94.points,256,75.526,0.031,200.0,200.0,2436.322580645161,true
test-940.points,256,94.9247,0.0357,195.0,195.0,2658.955182072829,true
test-941.points,256,76.2021,0.0449,198.0,198.0,1697.1514476614698,true
test-942.points,256,84.5353,0.046,194.0,194.0,1837.7239130434784,true
test-943.points,256,94.6973,0.0337,198.0,198.0,2810.008902077151,true
test-944.points,256,86.5007,0.0447,199.0,199.0,1935.13870246085,true
test-945.points,256,75.6578,0.0245,198.0,198.0,3088.073469387755,true
test-946.points,256,75.0921,0.0362,199.0,199.0,2074.367403314917,true
test-947.points,256,79.1634,0.0354,199.0,199.0,2236.2542372881353,true
test-948.points,256,87.5597,0.0565,198.0,198.0,1549.7292035398232,true
test-949.points,256,77.1747,0.0316,198.0,198.0,2442.237341772152,true
test-95.points,256,100.3027,0.0437,198.0,198.0,2295.2562929061783,true
test-950.points,256,84.1709,0.0409,198.0,198.0,2057.9682151589245,true
test-951.points,256,97.4408,0.0495,197.0,197.0,1968.50101010101,true
test-952.points,256,91.5179,0.0324,199.0,199.0,2824.6265432098767,true
test-953.points,256,103.3978,0.0225,198.0,198.0,4595.457777777778,true
test-954.points,256,87.2954,0.053,195.0,195.0,1647.0830188679247,true
test-955.points,256,90.34,0.0524,199.0,199.0,1724.0458015267175,true
test-956.points,256,83.4646,0.0411,199.0,199.0,2030.7688564476887,true
test-957.points,256,76.3213,0.0621,197.0,197.0,1229.0064412238323,true
test-958.points,256,94.6827,0.032,197.0,197.0,2958.834375,true
test-959.points,256,76.4611,0.043,198.0,198.0,1778.16511627907,true
test-96.points,256,88.3304,0.0295,199.0,199.0,2994.250847457627,true
test-960.points,256,84.6936,0.0206,198.0,198.0,4111.339805825243,true
test-961.points,256,105.0015,0.0302,194.0,194.0,3476.870860927152,true
test-962.points,256,82.7637,0.0289,199.0,199.0,2863.795847750865,true
test-963.points,256,88.9402,0.0243,199.0,199.0,3660.0905349794243,true
test-964.points,256,82.1439,0.0758,195.0,195.0,1083.692612137203,true
test-965.points,256,82.4519,0.0305,199.0,199.0,2703.340983606557,true
test-966.points,256,80.314,0.0411,197.0,197.0,1954.111922141119,true
test-967.points,256,80.6693,0.0517,199.0,199.0,1560.3346228239845,true
test-968.points,256,89.0535,0.0267,199.0,199.0,3335.3370786516853,true
test-969.points,256,114.4932,0.0666,198.0,198.0,1719.117117117117,true
test-97.points,256,77.7908,0.0223,196.0,196.0,3488.3766816143498,true
test-970.points,256,94.4129,0.0556,198.0,198.0,1698.0737410071943,true
test-971.points,256,82.4596,0.0304,200.0,200.0,2712.486842105263,true
test-972.points,256,90.6783,0.0311,197.0,197.0,2915.700964630225,true
test-973.points,256,82.6136,0.0211,199.0,199.0,3915.3364928909955,true
test-974.points,256,82.3385,0.0561,198.0,198.0,1467.7094474153298,true
test-975.points,256,83.0848,0.0601,197.0,197.0,1382.442595673877,true
test-976.points,256,93.7675,0.0255,197.0,197.0,3677.1568627450984,true
test-977.points,256,90.6232,0.0307,199.0,199.0,2951.8957654723126,true
test-978.points,256,100.8967,0.0281,199.0,199.0,3590.629893238434,true
test-979.points,256,106.8265,0.0491,194.0,194.0,2175.692464358452,true
test-98.points,256,77.0708,0.0481,199.0,199.0,1602.3035343035344,true
test-980.points,256,88.407,0.0316,199.0,199.0,2797.689873417721,true
test-981.points,256,85.9146,0.0347,198.0,198.0,2475.925072046109,true
test-982.points,256,106.7433,0.0706,198.0,198.0,1511.944759206799,true
